time;model_id;model_name;port_name;data
129.495;4;server2;;inf
130;1;transducer;;{62.0271,27,26}
130;2;generator;outGenerated;{26,135,-1, Priority: 3}
130;2;generator;;27
130;7;loadBalancer;;0.1
130.1;6;server3;;3.28375
130.1;7;loadBalancer;out3;{26,135,135}
130.1;7;loadBalancer;;inf
133.384;1;transducer;;{65.3109,27,27}
133.384;6;server3;outProcessed;{26,135,138.284}
133.384;6;server3;;inf
135;1;transducer;;{65.3109,28,27}
135;2;generator;outGenerated;{27,140,-1, Priority: 1}
135;2;generator;;28
135;7;loadBalancer;;0.1
135.1;5;server1;;1.15091
135.1;7;loadBalancer;out1;{27,140,140}
135.1;7;loadBalancer;;inf
136.251;1;transducer;;{66.4618,28,28}
136.251;5;server1;outProcessed;{27,140,141.151}
136.251;5;server1;;inf
140;1;transducer;;{66.4618,29,28}
140;2;generator;outGenerated;{28,145,-1, Priority: 3}
140;2;generator;;29
140;7;loadBalancer;;0.1
140.1;4;server2;;0.890479
140.1;7;loadBalancer;out2;{28,145,145}
140.1;7;loadBalancer;;inf
140.99;1;transducer;;{67.3523,29,29}
140.99;4;server2;outProcessed;{28,145,145.89}
140.99;4;server2;;inf
145;1;transducer;;{67.3523,30,29}
145;2;generator;outGenerated;{29,150,-1, Priority: 3}
145;2;generator;;30
145;7;loadBalancer;;0.1
145.1;6;server3;;1.62017
145.1;7;loadBalancer;out3;{29,150,150}
145.1;7;loadBalancer;;inf
146.72;1;transducer;;{68.9724,30,30}
146.72;6;server3;outProcessed;{29,150,151.62}
146.72;6;server3;;inf
150;1;transducer;;{68.9724,31,30}
150;2;generator;outGenerated;{30,155,-1, Priority: 1}
150;2;generator;;31
150;7;loadBalancer;;0.1
150.1;5;server1;;0.0423038
150.1;7;loadBalancer;out1;{30,155,155}
150.1;7;loadBalancer;;inf
150.142;1;transducer;;{69.0147,31,31}
150.142;5;server1;outProcessed;{30,155,155.042}
150.142;5;server1;;inf
155;1;transducer;;{69.0147,32,31}
155;2;generator;outGenerated;{31,160,-1, Priority: 5}
155;2;generator;;32
155;7;loadBalancer;;0.1
155.1;4;server2;;3.38895
155.1;7;loadBalancer;out2;{31,160,160}
155.1;7;loadBalancer;;inf
158.489;1;transducer;;{72.4037,32,32}
158.489;4;server2;outProcessed;{31,160,163.389}
158.489;4;server2;;inf
160;1;transducer;;{72.4037,33,32}
160;2;generator;outGenerated;{32,165,-1, Priority: 5}
160;2;generator;;33
160;7;loadBalancer;;0.1
160.1;6;server3;;0.946801
160.1;7;loadBalancer;out3;{32,165,165}
160.1;7;loadBalancer;;inf
161.047;1;transducer;;{73.3505,33,33}
161.047;6;server3;outProcessed;{32,165,165.947}
161.047;6;server3;;inf
165;1;transducer;;{73.3505,34,33}
165;2;generator;outGenerated;{33,170,-1, Priority: 3}
165;2;generator;;34
165;7;loadBalancer;;0.1
165.1;5;server1;;0.310759
165.1;7;loadBalancer;out1;{33,170,170}
165.1;7;loadBalancer;;inf
165.411;1;transducer;;{73.6612,34,34}
165.411;5;server1;outProcessed;{33,170,170.311}
165.411;5;server1;;inf
170;1;transducer;;{73.6612,35,34}
170;2;generator;outGenerated;{34,175,-1, Priority: 4}
170;2;generator;;35
170;7;loadBalancer;;0.1
170.1;4;server2;;0.356209
170.1;7;loadBalancer;out2;{34,175,175}
170.1;7;loadBalancer;;inf
170.456;1;transducer;;{74.0175,35,35}
170.456;4;server2;outProcessed;{34,175,175.356}
170.456;4;server2;;inf
175;1;transducer;;{74.0175,36,35}
175;2;generator;outGenerated;{35,180,-1, Priority: 2}
175;2;generator;;36
175;7;loadBalancer;;0.1
175.1;6;server3;;1.28658
175.1;7;loadBalancer;out3;{35,180,180}
175.1;7;loadBalancer;;inf
176.387;1;transducer;;{75.304,36,36}
176.387;6;server3;outProcessed;{35,180,181.287}
176.387;6;server3;;inf
180;1;transducer;;{75.304,37,36}
180;2;generator;outGenerated;{36,185,-1, Priority: 2}
180;2;generator;;37
180;7;loadBalancer;;0.1
180.1;5;server1;;0.307004
180.1;7;loadBalancer;out1;{36,185,185}
180.1;7;loadBalancer;;inf
180.407;1;transducer;;{75.611,37,37}
180.407;5;server1;outProcessed;{36,185,185.307}
180.407;5;server1;;inf
185;1;transducer;;{75.611,38,37}
185;2;generator;outGenerated;{37,190,-1, Priority: 5}
185;2;generator;;38
185;7;loadBalancer;;0.1
185.1;4;server2;;1.83537
185.1;7;loadBalancer;out2;{37,190,190}
185.1;7;loadBalancer;;inf
186.935;1;transducer;;{77.4464,38,38}
186.935;4;server2;outProcessed;{37,190,191.835}
186.935;4;server2;;inf
190;1;transducer;;{77.4464,39,38}
190;2;generator;outGenerated;{38,195,-1, Priority: 2}
190;2;generator;;39
190;7;loadBalancer;;0.1
190.1;6;server3;;7.25117
190.1;7;loadBalancer;out3;{38,195,195}
190.1;7;loadBalancer;;inf
195;1;transducer;;{77.4464,40,38}
195;2;generator;outGenerated;{39,200,-1, Priority: 4}
195;2;generator;;40
195;7;loadBalancer;;0.1
195.1;5;server1;;4.07223
195.1;7;loadBalancer;out1;{39,200,200}
195.1;7;loadBalancer;;inf
197.351;1;transducer;;{84.6976,40,39}
197.351;6;server3;outProcessed;{38,195,202.251}
197.351;6;server3;;inf
199.172;1;transducer;;{88.7698,40,40}
199.172;5;server1;outProcessed;{39,200,204.072}
199.172;5;server1;;inf
200;1;transducer;;{88.7698,41,40}
200;2;generator;outGenerated;{40,205,-1, Priority: 3}
200;2;generator;;41
200;7;loadBalancer;;0.1
200.1;4;server2;;0.903224
200.1;7;loadBalancer;out2;{40,205,205}
200.1;7;loadBalancer;;inf
201.003;1;transducer;;{89.673,41,41}
201.003;4;server2;outProcessed;{40,205,205.903}
201.003;4;server2;;inf
205;1;transducer;;{89.673,42,41}
205;2;generator;outGenerated;{41,210,-1, Priority: 5}
205;2;generator;;42
205;7;loadBalancer;;0.1
205.1;6;server3;;1.65252
205.1;7;loadBalancer;out3;{41,210,210}
205.1;7;loadBalancer;;inf
206.753;1;transducer;;{91.3256,42,42}
206.753;6;server3;outProcessed;{41,210,211.653}
206.753;6;server3;;inf
210;1;transducer;;{91.3256,43,42}
210;2;generator;outGenerated;{42,215,-1, Priority: 5}
210;2;generator;;43
210;7;loadBalancer;;0.1
210.1;5;server1;;0.288698
210.1;7;loadBalancer;out1;{42,215,215}
210.1;7;loadBalancer;;inf
210.389;1;transducer;;{91.6143,43,43}
210.389;5;server1;outProcessed;{42,215,215.289}
210.389;5;server1;;inf
215;1;transducer;;{91.6143,44,43}
215;2;generator;outGenerated;{43,220,-1, Priority: 2}
215;2;generator;;44
215;7;loadBalancer;;0.1
215.1;4;server2;;1.52569
215.1;7;loadBalancer;out2;{43,220,220}
215.1;7;loadBalancer;;inf
216.626;1;transducer;;{93.14,44,44}
216.626;4;server2;outProcessed;{43,220,221.526}
216.626;4;server2;;inf
220;1;transducer;;{93.14,45,44}
220;2;generator;outGenerated;{44,225,-1, Priority: 5}
220;2;generator;;45
220;7;loadBalancer;;0.1
220.1;6;server3;;0.170106
220.1;7;loadBalancer;out3;{44,225,225}
220.1;7;loadBalancer;;inf
220.27;1;transducer;;{93.3101,45,45}
220.27;6;server3;outProcessed;{44,225,225.17}
220.27;6;server3;;inf
225;1;transducer;;{93.3101,46,45}
225;2;generator;outGenerated;{45,230,-1, Priority: 3}
225;2;generator;;46
225;7;loadBalancer;;0.1
225.1;5;server1;;0.849344
225.1;7;loadBalancer;out1;{45,230,230}
225.1;7;loadBalancer;;inf
225.949;1;transducer;;{94.1594,46,46}
225.949;5;server1;outProcessed;{45,230,230.849}
225.949;5;server1;;inf
230;1;transducer;;{94.1594,47,46}
230;2;generator;outGenerated;{46,235,-1, Priority: 4}
230;2;generator;;47
230;7;loadBalancer;;0.1
230.1;4;server2;;1.70898
230.1;7;loadBalancer;out2;{46,235,235}
230.1;7;loadBalancer;;inf
231.809;1;transducer;;{95.8684,47,47}
231.809;4;server2;outProcessed;{46,235,236.709}
231.809;4;server2;;inf
235;1;transducer;;{95.8684,48,47}
235;2;generator;outGenerated;{47,240,-1, Priority: 3}
235;2;generator;;48
235;7;loadBalancer;;0.1
235.1;6;server3;;0.432558
235.1;7;loadBalancer;out3;{47,240,240}
235.1;7;loadBalancer;;inf
235.533;1;transducer;;{96.3009,48,48}
235.533;6;server3;outProcessed;{47,240,240.433}
235.533;6;server3;;inf
240;1;transducer;;{96.3009,49,48}
240;2;generator;outGenerated;{48,245,-1, Priority: 5}
240;2;generator;;49
240;7;loadBalancer;;0.1
240.1;5;server1;;0.620004
240.1;7;loadBalancer;out1;{48,245,245}
240.1;7;loadBalancer;;inf
240.72;1;transducer;;{96.9209,49,49}
240.72;5;server1;outProcessed;{48,245,245.62}
240.72;5;server1;;inf
245;1;transducer;;{96.9209,50,49}
245;2;generator;outGenerated;{49,250,-1, Priority: 1}
245;2;generator;;50
245;7;loadBalancer;;0.1
245.1;4;server2;;0.611647
245.1;7;loadBalancer;out2;{49,250,250}
245.1;7;loadBalancer;;inf
245.712;1;transducer;;{97.5326,50,50}
245.712;4;server2;outProcessed;{49,250,250.612}
245.712;4;server2;;inf
250;1;transducer;;{97.5326,51,50}
250;2;generator;outGenerated;{50,255,-1, Priority: 1}
250;2;generator;;51
250;7;loadBalancer;;0.1
250.1;6;server3;;5.41323
250.1;7;loadBalancer;out3;{50,255,255}
250.1;7;loadBalancer;;inf
255;1;transducer;;{97.5326,52,50}
255;2;generator;outGenerated;{51,260,-1, Priority: 2}
255;2;generator;;52
255;7;loadBalancer;;0.1
255.1;5;server1;;4.214
255.1;7;loadBalancer;out1;{51,260,260}
255.1;7;loadBalancer;;inf
255.513;1;transducer;;{102.946,52,51}
255.513;6;server3;outProcessed;{50,255,260.413}
255.513;6;server3;;inf
259.314;1;transducer;;{107.16,52,52}
259.314;5;server1;outProcessed;{51,260,264.214}
259.314;5;server1;;inf
260;1;transducer;;{107.16,53,52}
260;2;generator;outGenerated;{52,265,-1, Priority: 3}
260;2;generator;;53
260;7;loadBalancer;;0.1
260.1;4;server2;;0.890832
260.1;7;loadBalancer;out2;{52,265,265}
260.1;7;loadBalancer;;inf
260.991;1;transducer;;{108.051,53,53}
260.991;4;server2;outProcessed;{52,265,265.891}
260.991;4;server2;;inf
265;1;transducer;;{108.051,54,53}
265;2;generator;outGenerated;{53,270,-1, Priority: 5}
265;2;generator;;54
265;7;loadBalancer;;0.1
265.1;6;server3;;1.17444
265.1;7;loadBalancer;out3;{53,270,270}
265.1;7;loadBalancer;;inf
266.274;1;transducer;;{109.225,54,54}
266.274;6;server3;outProcessed;{53,270,271.174}
266.274;6;server3;;inf
270;1;transducer;;{109.225,55,54}
270;2;generator;outGenerated;{54,275,-1, Priority: 3}
270;2;generator;;55
270;7;loadBalancer;;0.1
270.1;5;server1;;0.799737
270.1;7;loadBalancer;out1;{54,275,275}
270.1;7;loadBalancer;;inf
270.9;1;transducer;;{110.025,55,55}
270.9;5;server1;outProcessed;{54,275,275.8}
270.9;5;server1;;inf
275;1;transducer;;{110.025,56,55}
275;2;generator;outGenerated;{55,280,-1, Priority: 5}
275;2;generator;;56
275;7;loadBalancer;;0.1
275.1;4;server2;;4.51537
275.1;7;loadBalancer;out2;{55,280,280}
275.1;7;loadBalancer;;inf
279.615;1;transducer;;{114.54,56,56}
279.615;4;server2;outProcessed;{55,280,284.515}
279.615;4;server2;;inf
280;1;transducer;;{114.54,57,56}
280;2;generator;outGenerated;{56,285,-1, Priority: 2}
280;2;generator;;57
280;7;loadBalancer;;0.1
280.1;6;server3;;1.05903
280.1;7;loadBalancer;out3;{56,285,285}
280.1;7;loadBalancer;;inf
281.159;1;transducer;;{115.599,57,57}
281.159;6;server3;outProcessed;{56,285,286.059}
281.159;6;server3;;inf
285;1;transducer;;{115.599,58,57}
285;2;generator;outGenerated;{57,290,-1, Priority: 4}
285;2;generator;;58
285;7;loadBalancer;;0.1
285.1;5;server1;;1.46579
285.1;7;loadBalancer;out1;{57,290,290}
285.1;7;loadBalancer;;inf
286.566;1;transducer;;{117.065,58,58}
286.566;5;server1;outProcessed;{57,290,291.466}
286.566;5;server1;;inf
290;1;transducer;;{117.065,59,58}
290;2;generator;outGenerated;{58,295,-1, Priority: 3}
290;2;generator;;59
290;7;loadBalancer;;0.1
290.1;4;server2;;0.871588
290.1;7;loadBalancer;out2;{58,295,295}
290.1;7;loadBalancer;;inf
290.972;1;transducer;;{117.937,59,59}
290.972;4;server2;outProcessed;{58,295,295.872}
290.972;4;server2;;inf
295;1;transducer;;{117.937,60,59}
295;2;generator;outGenerated;{59,300,-1, Priority: 2}
295;2;generator;;60
295;7;loadBalancer;;0.1
295.1;6;server3;;1.0673
295.1;7;loadBalancer;out3;{59,300,300}
295.1;7;loadBalancer;;inf
296.167;1;transducer;;{119.004,60,60}
296.167;6;server3;outProcessed;{59,300,301.067}
296.167;6;server3;;inf
300;1;transducer;;{119.004,61,60}
300;2;generator;outGenerated;{60,305,-1, Priority: 4}
300;2;generator;;61
300;7;loadBalancer;;0.1
300.1;5;server1;;0.896051
300.1;7;loadBalancer;out1;{60,305,305}
300.1;7;loadBalancer;;inf
300.996;1;transducer;;{119.9,61,61}
300.996;5;server1;outProcessed;{60,305,305.896}
300.996;5;server1;;inf
305;1;transducer;;{119.9,62,61}
305;2;generator;outGenerated;{61,310,-1, Priority: 2}
305;2;generator;;62
305;7;loadBalancer;;0.1
305.1;4;server2;;1.55018
305.1;7;loadBalancer;out2;{61,310,310}
305.1;7;loadBalancer;;inf
306.65;1;transducer;;{121.45,62,62}
306.65;4;server2;outProcessed;{61,310,311.55}
306.65;4;server2;;inf
310;1;transducer;;{121.45,63,62}
310;2;generator;outGenerated;{62,315,-1, Priority: 3}
310;2;generator;;63
310;7;loadBalancer;;0.1
310.1;6;server3;;2.88788
310.1;7;loadBalancer;out3;{62,315,315}
310.1;7;loadBalancer;;inf
312.988;1;transducer;;{124.338,63,63}
312.988;6;server3;outProcessed;{62,315,317.888}
312.988;6;server3;;inf
315;1;transducer;;{124.338,64,63}
315;2;generator;outGenerated;{63,320,-1, Priority: 4}
315;2;generator;;64
315;7;loadBalancer;;0.1
315.1;5;server1;;0.46124
315.1;7;loadBalancer;out1;{63,320,320}
315.1;7;loadBalancer;;inf
315.561;1;transducer;;{124.799,64,64}
315.561;5;server1;outProcessed;{63,320,320.461}
315.561;5;server1;;inf
320;1;transducer;;{124.799,65,64}
320;2;generator;outGenerated;{64,325,-1, Priority: 2}
320;2;generator;;65
320;7;loadBalancer;;0.1
320.1;4;server2;;2.80992
320.1;7;loadBalancer;out2;{64,325,325}
320.1;7;loadBalancer;;inf
322.91;1;transducer;;{127.609,65,65}
322.91;4;server2;outProcessed;{64,325,327.81}
322.91;4;server2;;inf
325;1;transducer;;{127.609,66,65}
325;2;generator;outGenerated;{65,330,-1, Priority: 2}
325;2;generator;;66
325;7;loadBalancer;;0.1
325.1;6;server3;;1.00707
325.1;7;loadBalancer;out3;{65,330,330}
325.1;7;loadBalancer;;inf
326.107;1;transducer;;{128.616,66,66}
326.107;6;server3;outProcessed;{65,330,331.007}
326.107;6;server3;;inf
330;1;transducer;;{128.616,67,66}
330;2;generator;outGenerated;{66,335,-1, Priority: 5}
330;2;generator;;67
330;7;loadBalancer;;0.1
330.1;5;server1;;0.451238
330.1;7;loadBalancer;out1;{66,335,335}
330.1;7;loadBalancer;;inf
330.551;1;transducer;;{129.067,67,67}
330.551;5;server1;outProcessed;{66,335,335.451}
330.551;5;server1;;inf
335;1;transducer;;{129.067,68,67}
335;2;generator;outGenerated;{67,340,-1, Priority: 2}
335;2;generator;;68
335;7;loadBalancer;;0.1
335.1;4;server2;;0.978883
335.1;7;loadBalancer;out2;{67,340,340}
335.1;7;loadBalancer;;inf
336.079;1;transducer;;{130.046,68,68}
336.079;4;server2;outProcessed;{67,340,340.979}
336.079;4;server2;;inf
340;1;transducer;;{130.046,69,68}
340;2;generator;outGenerated;{68,345,-1, Priority: 5}
340;2;generator;;69
340;7;loadBalancer;;0.1
340.1;6;server3;;0.868834
340.1;7;loadBalancer;out3;{68,345,345}
340.1;7;loadBalancer;;inf
340.969;1;transducer;;{130.915,69,69}
340.969;6;server3;outProcessed;{68,345,345.869}
340.969;6;server3;;inf
345;1;transducer;;{130.915,70,69}
345;2;generator;outGenerated;{69,350,-1, Priority: 2}
345;2;generator;;70
345;7;loadBalancer;;0.1
345.1;5;server1;;0.44381
345.1;7;loadBalancer;out1;{69,350,350}
345.1;7;loadBalancer;;inf
345.544;1;transducer;;{131.359,70,70}
345.544;5;server1;outProcessed;{69,350,350.444}
345.544;5;server1;;inf
350;1;transducer;;{131.359,71,70}
350;2;generator;outGenerated;{70,355,-1, Priority: 5}
350;2;generator;;71
350;7;loadBalancer;;0.1
350.1;4;server2;;2.04547
350.1;7;loadBalancer;out2;{70,355,355}
350.1;7;loadBalancer;;inf
352.145;1;transducer;;{133.404,71,71}
352.145;4;server2;outProcessed;{70,355,357.045}
352.145;4;server2;;inf
355;1;transducer;;{133.404,72,71}
355;2;generator;outGenerated;{71,360,-1, Priority: 5}
355;2;generator;;72
355;7;loadBalancer;;0.1
355.1;6;server3;;0.0747018
355.1;7;loadBalancer;out3;{71,360,360}
355.1;7;loadBalancer;;inf
355.175;1;transducer;;{133.479,72,72}
355.175;6;server3;outProcessed;{71,360,360.075}
355.175;6;server3;;inf
360;1;transducer;;{133.479,73,72}
360;2;generator;outGenerated;{72,365,-1, Priority: 5}
360;2;generator;;73
360;7;loadBalancer;;0.1
360.1;5;server1;;0.427641
360.1;7;loadBalancer;out1;{72,365,365}
