time;model_id;model_name;port_name;data
260;2;generator;outGenerated;{26,270,-1, Priority: 1}
260;2;generator;;27
260;7;loadBalancer;;0.1
260.1;6;server3;;11.3758
260.1;7;loadBalancer;out3;{26,270,270}
260.1;7;loadBalancer;;inf
270;1;transducer;;{51.0327,28,26}
270;2;generator;outGenerated;{27,280,-1, Priority: 3}
270;2;generator;;28
270;7;loadBalancer;;0.1
270.1;5;server1;;0.14363
270.1;7;loadBalancer;out1;{27,280,280}
270.1;7;loadBalancer;;inf
270.244;1;transducer;;{51.1764,28,27}
270.244;5;server1;outProcessed;{27,280,280.144}
270.244;5;server1;;inf
271.476;1;transducer;;{62.5521,28,28}
271.476;6;server3;outProcessed;{26,270,281.376}
271.476;6;server3;;inf
280;1;transducer;;{62.5521,29,28}
280;2;generator;outGenerated;{28,290,-1, Priority: 4}
280;2;generator;;29
280;7;loadBalancer;;0.1
280.1;4;server2;;0.180764
280.1;7;loadBalancer;out2;{28,290,290}
280.1;7;loadBalancer;;inf
280.281;1;transducer;;{62.7329,29,29}
280.281;4;server2;outProcessed;{28,290,290.181}
280.281;4;server2;;inf
290;1;transducer;;{62.7329,30,29}
290;2;generator;outGenerated;{29,300,-1, Priority: 3}
290;2;generator;;30
290;7;loadBalancer;;0.1
290.1;6;server3;;5.08951
290.1;7;loadBalancer;out3;{29,300,300}
290.1;7;loadBalancer;;inf
295.19;1;transducer;;{67.8224,30,30}
295.19;6;server3;outProcessed;{29,300,305.09}
295.19;6;server3;;inf
300;1;transducer;;{67.8224,31,30}
300;2;generator;outGenerated;{30,310,-1, Priority: 1}
300;2;generator;;31
300;7;loadBalancer;;0.1
300.1;5;server1;;3.15435
300.1;7;loadBalancer;out1;{30,310,310}
300.1;7;loadBalancer;;inf
303.254;1;transducer;;{70.9768,31,31}
303.254;5;server1;outProcessed;{30,310,313.154}
303.254;5;server1;;inf
310;1;transducer;;{70.9768,32,31}
310;2;generator;outGenerated;{31,320,-1, Priority: 5}
310;2;generator;;32
310;7;loadBalancer;;0.1
310.1;4;server2;;1.14787
310.1;7;loadBalancer;out2;{31,320,320}
310.1;7;loadBalancer;;inf
311.248;1;transducer;;{72.1246,32,32}
311.248;4;server2;outProcessed;{31,320,321.148}
311.248;4;server2;;inf
320;1;transducer;;{72.1246,33,32}
320;2;generator;outGenerated;{32,330,-1, Priority: 3}
320;2;generator;;33
320;7;loadBalancer;;0.1
320.1;6;server3;;0.257185
320.1;7;loadBalancer;out3;{32,330,330}
320.1;7;loadBalancer;;inf
320.357;1;transducer;;{72.3818,33,33}
320.357;6;server3;outProcessed;{32,330,330.257}
320.357;6;server3;;inf
330;1;transducer;;{72.3818,34,33}
330;2;generator;outGenerated;{33,340,-1, Priority: 2}
330;2;generator;;34
330;7;loadBalancer;;0.1
330.1;5;server1;;0.571007
330.1;7;loadBalancer;out1;{33,340,340}
330.1;7;loadBalancer;;inf
330.671;1;transducer;;{72.9528,34,34}
330.671;5;server1;outProcessed;{33,340,340.571}
330.671;5;server1;;inf
340;1;transducer;;{72.9528,35,34}
340;2;generator;outGenerated;{34,350,-1, Priority: 3}
340;2;generator;;35
340;7;loadBalancer;;0.1
340.1;4;server2;;0.320478
340.1;7;loadBalancer;out2;{34,350,350}
340.1;7;loadBalancer;;inf
340.42;1;transducer;;{73.2733,35,35}
340.42;4;server2;outProcessed;{34,350,350.32}
340.42;4;server2;;inf
350;1;transducer;;{73.2733,36,35}
350;2;generator;outGenerated;{35,360,-1, Priority: 4}
350;2;generator;;36
350;7;loadBalancer;;0.1
350.1;6;server3;;0.313604
350.1;7;loadBalancer;out3;{35,360,360}
350.1;7;loadBalancer;;inf
350.414;1;transducer;;{73.5869,36,36}
350.414;6;server3;outProcessed;{35,360,360.314}
350.414;6;server3;;inf
360;1;transducer;;{73.5869,37,36}
360;2;generator;outGenerated;{36,370,-1, Priority: 1}
360;2;generator;;37
360;7;loadBalancer;;0.1
360.1;5;server1;;1.09794
360.1;7;loadBalancer;out1;{36,370,370}
360.1;7;loadBalancer;;inf
361.198;1;transducer;;{74.6848,37,37}
361.198;5;server1;outProcessed;{36,370,371.098}
361.198;5;server1;;inf
370;1;transducer;;{74.6848,38,37}
370;2;generator;outGenerated;{37,380,-1, Priority: 5}
370;2;generator;;38
370;7;loadBalancer;;0.1
370.1;4;server2;;2.81984
370.1;7;loadBalancer;out2;{37,380,380}
370.1;7;loadBalancer;;inf
372.92;1;transducer;;{77.5047,38,38}
372.92;4;server2;outProcessed;{37,380,382.82}
372.92;4;server2;;inf
380;1;transducer;;{77.5047,39,38}
380;2;generator;outGenerated;{38,390,-1, Priority: 3}
380;2;generator;;39
380;7;loadBalancer;;0.1
380.1;6;server3;;4.99358
380.1;7;loadBalancer;out3;{38,390,390}
380.1;7;loadBalancer;;inf
385.094;1;transducer;;{82.4983,39,39}
385.094;6;server3;outProcessed;{38,390,394.994}
385.094;6;server3;;inf
390;1;transducer;;{82.4983,40,39}
390;2;generator;outGenerated;{39,400,-1, Priority: 5}
390;2;generator;;40
390;7;loadBalancer;;0.1
390.1;5;server1;;2.73572
390.1;7;loadBalancer;out1;{39,400,400}
390.1;7;loadBalancer;;inf
392.836;1;transducer;;{85.234,40,40}
392.836;5;server1;outProcessed;{39,400,402.736}
392.836;5;server1;;inf
400;1;transducer;;{85.234,41,40}
400;2;generator;outGenerated;{40,410,-1, Priority: 5}
400;2;generator;;41
400;7;loadBalancer;;0.1
400.1;4;server2;;1.30246
400.1;7;loadBalancer;out2;{40,410,410}
400.1;7;loadBalancer;;inf
401.402;1;transducer;;{86.5365,41,41}
401.402;4;server2;outProcessed;{40,410,411.302}
401.402;4;server2;;inf
410;1;transducer;;{86.5365,42,41}
410;2;generator;outGenerated;{41,420,-1, Priority: 4}
410;2;generator;;42
410;7;loadBalancer;;0.1
410.1;6;server3;;0.13588
410.1;7;loadBalancer;out3;{41,420,420}
410.1;7;loadBalancer;;inf
410.236;1;transducer;;{86.6723,42,42}
410.236;6;server3;outProcessed;{41,420,420.136}
410.236;6;server3;;inf
420;1;transducer;;{86.6723,43,42}
420;2;generator;outGenerated;{42,430,-1, Priority: 1}
420;2;generator;;43
420;7;loadBalancer;;0.1
420.1;5;server1;;0.357419
420.1;7;loadBalancer;out1;{42,430,430}
420.1;7;loadBalancer;;inf
420.457;1;transducer;;{87.0297,43,43}
420.457;5;server1;outProcessed;{42,430,430.357}
420.457;5;server1;;inf
430;1;transducer;;{87.0297,44,43}
430;2;generator;outGenerated;{43,440,-1, Priority: 1}
430;2;generator;;44
430;7;loadBalancer;;0.1
430.1;4;server2;;4.56687
430.1;7;loadBalancer;out2;{43,440,440}
430.1;7;loadBalancer;;inf
434.667;1;transducer;;{91.5966,44,44}
434.667;4;server2;outProcessed;{43,440,444.567}
434.667;4;server2;;inf
440;1;transducer;;{91.5966,45,44}
440;2;generator;outGenerated;{44,450,-1, Priority: 3}
440;2;generator;;45
440;7;loadBalancer;;0.1
440.1;6;server3;;0.316631
440.1;7;loadBalancer;out3;{44,450,450}
440.1;7;loadBalancer;;inf
440.417;1;transducer;;{91.9133,45,45}
440.417;6;server3;outProcessed;{44,450,450.317}
440.417;6;server3;;inf
450;1;transducer;;{91.9133,46,45}
450;2;generator;outGenerated;{45,460,-1, Priority: 4}
450;2;generator;;46
450;7;loadBalancer;;0.1
450.1;5;server1;;3.56656
450.1;7;loadBalancer;out1;{45,460,460}
450.1;7;loadBalancer;;inf
453.667;1;transducer;;{95.4798,46,46}
453.667;5;server1;outProcessed;{45,460,463.567}
453.667;5;server1;;inf
460;1;transducer;;{95.4798,47,46}
460;2;generator;outGenerated;{46,470,-1, Priority: 1}
460;2;generator;;47
460;7;loadBalancer;;0.1
460.1;4;server2;;2.30857
460.1;7;loadBalancer;out2;{46,470,470}
460.1;7;loadBalancer;;inf
462.409;1;transducer;;{97.7884,47,47}
462.409;4;server2;outProcessed;{46,470,472.309}
462.409;4;server2;;inf
470;1;transducer;;{97.7884,48,47}
470;2;generator;outGenerated;{47,480,-1, Priority: 3}
470;2;generator;;48
470;7;loadBalancer;;0.1
470.1;6;server3;;0.471837
470.1;7;loadBalancer;out3;{47,480,480}
470.1;7;loadBalancer;;inf
470.572;1;transducer;;{98.2602,48,48}
470.572;6;server3;outProcessed;{47,480,480.472}
470.572;6;server3;;inf
480;1;transducer;;{98.2602,49,48}
480;2;generator;outGenerated;{48,490,-1, Priority: 4}
480;2;generator;;49
480;7;loadBalancer;;0.1
480.1;5;server1;;0.735379
480.1;7;loadBalancer;out1;{48,490,490}
480.1;7;loadBalancer;;inf
480.835;1;transducer;;{98.9956,49,49}
480.835;5;server1;outProcessed;{48,490,490.735}
480.835;5;server1;;inf
490;1;transducer;;{98.9956,50,49}
490;2;generator;outGenerated;{49,500,-1, Priority: 3}
490;2;generator;;50
490;7;loadBalancer;;0.1
490.1;4;server2;;0.0660125
490.1;7;loadBalancer;out2;{49,500,500}
490.1;7;loadBalancer;;inf
490.166;1;transducer;;{99.0616,50,50}
490.166;4;server2;outProcessed;{49,500,500.066}
490.166;4;server2;;inf
500;1;transducer;;{99.0616,51,50}
500;2;generator;outGenerated;{50,510,-1, Priority: 3}
500;2;generator;;51
500;7;loadBalancer;;0.1
500.1;6;server3;;8.01124
500.1;7;loadBalancer;out3;{50,510,510}
500.1;7;loadBalancer;;inf
508.111;1;transducer;;{107.073,51,51}
508.111;6;server3;outProcessed;{50,510,518.011}
508.111;6;server3;;inf
510;1;transducer;;{107.073,52,51}
510;2;generator;outGenerated;{51,520,-1, Priority: 4}
510;2;generator;;52
510;7;loadBalancer;;0.1
510.1;5;server1;;0.180497
510.1;7;loadBalancer;out1;{51,520,520}
510.1;7;loadBalancer;;inf
510.28;1;transducer;;{107.253,52,52}
510.28;5;server1;outProcessed;{51,520,520.18}
510.28;5;server1;;inf
520;1;transducer;;{107.253,53,52}
520;2;generator;outGenerated;{52,530,-1, Priority: 5}
520;2;generator;;53
520;7;loadBalancer;;0.1
520.1;4;server2;;1.48982
520.1;7;loadBalancer;out2;{52,530,530}
520.1;7;loadBalancer;;inf
521.59;1;transducer;;{108.743,53,53}
521.59;4;server2;outProcessed;{52,530,531.49}
521.59;4;server2;;inf
530;1;transducer;;{108.743,54,53}
530;2;generator;outGenerated;{53,540,-1, Priority: 2}
530;2;generator;;54
530;7;loadBalancer;;0.1
530.1;6;server3;;0.0665737
530.1;7;loadBalancer;out3;{53,540,540}
530.1;7;loadBalancer;;inf
530.167;1;transducer;;{108.81,54,54}
530.167;6;server3;outProcessed;{53,540,540.067}
530.167;6;server3;;inf
540;1;transducer;;{108.81,55,54}
540;2;generator;outGenerated;{54,550,-1, Priority: 3}
540;2;generator;;55
540;7;loadBalancer;;0.1
540.1;5;server1;;1.19038
540.1;7;loadBalancer;out1;{54,550,550}
540.1;7;loadBalancer;;inf
541.29;1;transducer;;{110,55,55}
541.29;5;server1;outProcessed;{54,550,551.19}
541.29;5;server1;;inf
550;1;transducer;;{110,56,55}
550;2;generator;outGenerated;{55,560,-1, Priority: 3}
550;2;generator;;56
550;7;loadBalancer;;0.1
550.1;4;server2;;1.8379
550.1;7;loadBalancer;out2;{55,560,560}
550.1;7;loadBalancer;;inf
551.938;1;transducer;;{111.838,56,56}
551.938;4;server2;outProcessed;{55,560,561.838}
551.938;4;server2;;inf
560;1;transducer;;{111.838,57,56}
560;2;generator;outGenerated;{56,570,-1, Priority: 5}
560;2;generator;;57
560;7;loadBalancer;;0.1
560.1;6;server3;;0.594378
560.1;7;loadBalancer;out3;{56,570,570}
560.1;7;loadBalancer;;inf
560.694;1;transducer;;{112.432,57,57}
560.694;6;server3;outProcessed;{56,570,570.594}
560.694;6;server3;;inf
570;1;transducer;;{112.432,58,57}
570;2;generator;outGenerated;{57,580,-1, Priority: 3}
570;2;generator;;58
570;7;loadBalancer;;0.1
570.1;5;server1;;1.45522
570.1;7;loadBalancer;out1;{57,580,580}
570.1;7;loadBalancer;;inf
571.555;1;transducer;;{113.888,58,58}
571.555;5;server1;outProcessed;{57,580,581.455}
571.555;5;server1;;inf
580;1;transducer;;{113.888,59,58}
580;2;generator;outGenerated;{58,590,-1, Priority: 4}
580;2;generator;;59
580;7;loadBalancer;;0.1
580.1;4;server2;;1.36714
580.1;7;loadBalancer;out2;{58,590,590}
580.1;7;loadBalancer;;inf
581.467;1;transducer;;{115.255,59,59}
581.467;4;server2;outProcessed;{58,590,591.367}
581.467;4;server2;;inf
590;1;transducer;;{115.255,60,59}
590;2;generator;outGenerated;{59,600,-1, Priority: 2}
590;2;generator;;60
590;7;loadBalancer;;0.1
590.1;6;server3;;2.61119
590.1;7;loadBalancer;out3;{59,600,600}
590.1;7;loadBalancer;;inf
592.711;1;transducer;;{117.866,60,60}
592.711;6;server3;outProcessed;{59,600,602.611}
592.711;6;server3;;inf
600;1;transducer;;{117.866,61,60}
600;2;generator;outGenerated;{60,610,-1, Priority: 3}
600;2;generator;;61
600;7;loadBalancer;;0.1
600.1;5;server1;;2.04301
600.1;7;loadBalancer;out1;{60,610,610}
600.1;7;loadBalancer;;inf
602.143;1;transducer;;{119.909,61,61}
602.143;5;server1;outProcessed;{60,610,612.043}
602.143;5;server1;;inf
610;1;transducer;;{119.909,62,61}
610;2;generator;outGenerated;{61,620,-1, Priority: 4}
610;2;generator;;62
610;7;loadBalancer;;0.1
610.1;4;server2;;0.946179
610.1;7;loadBalancer;out2;{61,620,620}
610.1;7;loadBalancer;;inf
611.046;1;transducer;;{120.855,62,62}
611.046;4;server2;outProcessed;{61,620,620.946}
611.046;4;server2;;inf
620;1;transducer;;{120.855,63,62}
620;2;generator;outGenerated;{62,630,-1, Priority: 4}
620;2;generator;;63
620;7;loadBalancer;;0.1
620.1;6;server3;;4.00254
620.1;7;loadBalancer;out3;{62,630,630}
620.1;7;loadBalancer;;inf
624.103;1;transducer;;{124.858,63,63}
624.103;6;server3;outProcessed;{62,630,634.003}
624.103;6;server3;;inf
630;1;transducer;;{124.858,64,63}
630;2;generator;outGenerated;{63,640,-1, Priority: 1}
630;2;generator;;64
630;7;loadBalancer;;0.1
630.1;5;server1;;0.976802
630.1;7;loadBalancer;out1;{63,640,640}
630.1;7;loadBalancer;;inf
631.077;1;transducer;;{125.834,64,64}
631.077;5;server1;outProcessed;{63,640,640.977}
631.077;5;server1;;inf
640;1;transducer;;{125.834,65,64}
640;2;generator;outGenerated;{64,650,-1, Priority: 5}
640;2;generator;;65
640;7;loadBalancer;;0.1
640.1;4;server2;;0.542137
640.1;7;loadBalancer;out2;{64,650,650}
640.1;7;loadBalancer;;inf
640.642;1;transducer;;{126.377,65,65}
640.642;4;server2;outProcessed;{64,650,650.542}
640.642;4;server2;;inf
650;1;transducer;;{126.377,66,65}
650;2;generator;outGenerated;{65,660,-1, Priority: 1}
650;2;generator;;66
650;7;loadBalancer;;0.1
650.1;6;server3;;11.5379
650.1;7;loadBalancer;out3;{65,660,660}
650.1;7;loadBalancer;;inf
660;1;transducer;;{126.377,67,65}
660;2;generator;outGenerated;{66,670,-1, Priority: 2}
660;2;generator;;67
660;7;loadBalancer;;0.1
660.1;5;server1;;1.46385
660.1;7;loadBalancer;out1;{66,670,670}
660.1;7;loadBalancer;;inf
661.564;1;transducer;;{127.84,67,66}
661.564;5;server1;outProcessed;{66,670,671.464}
661.564;5;server1;;inf
661.638;1;transducer;;{139.378,67,67}
661.638;6;server3;outProcessed;{65,660,671.538}
661.638;6;server3;;inf
670;1;transducer;;{139.378,68,67}
670;2;generator;outGenerated;{67,680,-1, Priority: 3}
670;2;generator;;68
670;7;loadBalancer;;0.1
670.1;4;server2;;0.0923572
670.1;7;loadBalancer;out2;{67,680,680}
670.1;7;loadBalancer;;inf
670.192;1;transducer;;{139.471,68,68}
670.192;4;server2;outProcessed;{67,680,680.092}
670.192;4;server2;;inf
680;1;transducer;;{139.471,69,68}
680;2;generator;outGenerated;{68,690,-1, Priority: 1}
680;2;generator;;69
680;7;loadBalancer;;0.1
680.1;6;server3;;2.96448
680.1;7;loadBalancer;out3;{68,690,690}
680.1;7;loadBalancer;;inf
683.064;1;transducer;;{142.435,69,69}
683.064;6;server3;outProcessed;{68,690,692.964}
683.064;6;server3;;inf
690;1;transducer;;{142.435,70,69}
690;2;generator;outGenerated;{69,700,-1, Priority: 5}
690;2;generator;;70
690;7;loadBalancer;;0.1
690.1;5;server1;;3.14091
690.1;7;loadBalancer;out1;{69,700,700}
690.1;7;loadBalancer;;inf
693.241;1;transducer;;{145.576,70,70}
693.241;5;server1;outProcessed;{69,700,703.141}
693.241;5;server1;;inf
700;1;transducer;;{145.576,71,70}
700;2;generator;outGenerated;{70,710,-1, Priority: 2}
700;2;generator;;71
700;7;loadBalancer;;0.1
700.1;4;server2;;1.61858
700.1;7;loadBalancer;out2;{70,710,710}
700.1;7;loadBalancer;;inf
701.719;1;transducer;;{147.195,71,71}
701.719;4;server2;outProcessed;{70,710,711.619}
701.719;4;server2;;inf
710;1;transducer;;{147.195,72,71}
710;2;generator;outGenerated;{71,720,-1, Priority: 3}
710;2;generator;;72
710;7;loadBalancer;;0.1
710.1;6;server3;;6.02124
710.1;7;loadBalancer;out3;{71,720,720}
710.1;7;loadBalancer;;inf
716.121;1;transducer;;{153.216,72,72}
716.121;6;server3;outProcessed;{71,720,726.021}
716.121;6;server3;;inf
720;1;transducer;;{153.216,73,72}
720;2;generator;outGenerated;{72,730,-1, Priority: 2}
720;2;generator;;73
720;7;loadBalancer;;0.1
720.1;5;server1;;5.02706
720.1;7;loadBalancer;out1;{72,730,730}
720.1;7;loadBalancer;;inf
725.127;1;transducer;;{158.243,73,73}
